convex_area,area,eccentricity,extent,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,major_axis_length,minor_axis_length,perimeter,solidity,orientation,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,euler_number,equivalent_diameter,bbox-0,bbox-1,bbox-2,bbox-3,real_images,mean_intensity,std_intensity,25th Percentile,75th Percentile,iqr
88305,83341,0.341678611,0.726112374,7149.508373,106.5618325,106.5618325,6340.845382,338.545474,318.1707437,1241.827561,0.943785743,-1.441950824,83341,4.66E-10,595847177.3,667202576.9,2.72E-09,-8880969.684,198304511.3,45139182435,528452395,-205251483.9,2.84E+12,1.77E+13,594987088.6,-2.69E+11,1.29E+13,-6.33E+14,0.161869353,0.000100689,4.09E-07,2.10E-07,-6.14E-14,-1.47E-09,6.82E-16,1,325.7499914,772,29,1123,356,"[[0.76186275 0.76186275 0.76186275 ... 0.73018471 0.73018471 0.73018471]
 [0.76186275 0.76186275 0.76186275 ... 0.73018471 0.73018471 0.73018471]
 [0.76186275 0.76186275 0.76186275 ... 0.73018471 0.73018471 0.73018471]
 ...
 [0.72910627 0.72910627 0.72518471 ... 0.72910627 0.72910627 0.72910627]
 [0.72910627 0.72910627 0.72518471 ... 0.72910627 0.72910627 0.72910627]
 [0.72910627 0.72910627 0.72518471 ... 0.72910627 0.72910627 0.72910627]]",0.443353407,0.172446467,0.443353407,0.172446467,-0.27090694
205,172,0.998527475,0.529230769,1.08815576,8.308274743,8.308274743,287.7680841,67.8832721,3.682554407,118.8284271,0.83902439,-0.028948623,172,1.69E-14,187.1627907,116.7679827,-8.92E-13,-1429.023256,-943.2990806,-3551.00034,49496.11047,-13358.6782,58892.0634,21775.6247,418548.3523,-915715.9141,107275.1311,-1788884.667,1.679396743,2.787367869,1.190242348,1.159646729,1.362405097,1.936048727,-1.07E-06,1,14.79855404,0,0,65,5,"[[0.25042627 0.32580706 0.31660275 0.32226627 0.53213412]
 [0.25434784 0.32188549 0.30875961 0.31834471 0.53997725]
 [0.26219098 0.31404235 0.2969949  0.32226627 0.55566353]
 [0.27787725 0.31404235 0.29307333 0.33403098 0.57527137]
 [0.2974851  0.32972863 0.30875961 0.35756039 0.60272235]
 [0.32493608 0.35325804 0.33621059 0.39285451 0.62625176]
 [0.34846549 0.38070902 0.37150471 0.42814863 0.64978118]
 [0.36415176 0.39639529 0.39111255 0.44775647 0.66154588]
 [0.35630863 0.40423843 0.37150471 0.4320702  0.68899686]
 [0.36415176 0.40816    0.37542627 0.43991333 0.70076157]
 [0.37591647 0.41600314 0.38326941 0.45559961 0.71644784]
 [0.37591647 0.40816    0.38326941 0.46736431 0.73213412]
 [0.36415176 0.38855216 0.36758314 0.47128588 0.74782039]
 [0.33277922 0.35717961 0.34405373 0.46736431 0.75566353]
 [0.30140667 0.32188549 0.31660275 0.45952118 0.75566353]
 [0.28179882 0.30227765 0.29981529 0.45421569 0.75763569]
 [0.34568275 0.33478902 0.30570902 0.47636118 0.80107059]
 [0.34568275 0.33871059 0.31525647 0.48617647 0.80781255]
 [0.34568275 0.33871059 0.32309961 0.50578431 0.82349882]
 [0.34568275 0.34263216 0.33878588 0.52931373 0.8391851 ]
 [0.34568275 0.34263216 0.35055059 0.55676471 0.85879294]
 [0.34568275 0.34655373 0.36623686 0.58029412 0.87840078]
 [0.34176118 0.34655373 0.37800157 0.59990196 0.89408706]
 [0.34176118 0.35047529 0.38192314 0.6077451  0.9019302 ]
 [0.36136902 0.36616157 0.38976627 0.63911765 0.89408706]
 [0.36921216 0.37008314 0.39760941 0.65480392 0.89800863]
 [0.36529059 0.36224    0.40545255 0.6704902  0.90585176]
 [0.34568275 0.33871059 0.40153098 0.68617647 0.9136949 ]
 [0.31823176 0.30733804 0.39760941 0.70186275 0.91761647]
 [0.31038863 0.29557333 0.40153098 0.72539216 0.92938118]
 [0.3260749  0.30341647 0.42113882 0.75284314 0.93722431]
 [0.3454149  0.31855216 0.44074667 0.77021098 0.95122902]
 [0.37428745 0.32893294 0.51498863 0.80664392 0.90809176]
 [0.37401961 0.33175333 0.52620275 0.81645922 0.91201333]
 [0.37375176 0.34156863 0.54188902 0.82990549 0.9159349 ]
 [0.36590863 0.35109333 0.56541843 0.84559176 0.91902314]
 [0.35920431 0.36007529 0.5861651  0.86519961 0.91958863]
 [0.35136118 0.36399686 0.60633843 0.87893647 0.92072745]
 [0.3432502  0.36596902 0.6172698  0.8873451  0.91680588]
 [0.33932863 0.37017333 0.62119137 0.89240549 0.91597255]
 [0.32506392 0.35365373 0.69291843 0.89632706 0.87675686]
 [0.31722078 0.35421922 0.70132706 0.89941529 0.87703961]
 [0.31527137 0.35927961 0.71225843 0.90725843 0.88096118]
 [0.31527137 0.37104431 0.72794471 0.91680588 0.88293333]
 [0.32479608 0.39457373 0.75344627 0.92464902 0.88293333]
 [0.34832549 0.42202471 0.77754118 0.93249216 0.87342353]
 [0.37382706 0.44864235 0.79714902 0.93249216 0.86950196]
 [0.39065216 0.46489412 0.81005255 0.93641373 0.86558039]
 [0.35116863 0.46912118 0.87671922 0.88291843 0.86696431]
 [0.35230745 0.48088588 0.87980745 0.88291843 0.86696431]
 [0.35622902 0.50049373 0.88372902 0.87899686 0.86696431]
 [0.35622902 0.52794471 0.88765059 0.87899686 0.86696431]
 [0.35622902 0.55539569 0.89549373 0.87899686 0.87088588]
 [0.35622902 0.58284667 0.89941529 0.87507529 0.87088588]
 [0.35622902 0.60245451 0.90333686 0.87507529 0.87088588]
 [0.35622902 0.61421922 0.90725843 0.87507529 0.87088588]
 [0.28956235 0.71618    0.87588588 0.85546745 0.88265059]
 [0.32877804 0.74363098 0.88765059 0.85154588 0.87480745]
 [0.37583686 0.77108196 0.89549373 0.84370275 0.86304275]
 [0.39544471 0.78284667 0.89549373 0.83978118 0.86304275]
 [0.39936627 0.78284667 0.89549373 0.83978118 0.86696431]
 [0.41897412 0.79853294 0.89549373 0.83978118 0.86696431]
 [0.46603294 0.82598392 0.90333686 0.83193804 0.85519961]
 [0.50498078 0.85597255 0.91510157 0.82577647 0.84735647]
 [0.53919647 0.8893549  0.85798235 0.84566706 0.84174549]]",0.577479007,0.237014024,0.577479007,0.237014024,-0.340464983
151321,141361,0.561292868,0.784358441,13833.78309,-877.7764244,-877.7764244,9782.100245,473.5529419,391.9205846,1991.13326,0.934179658,1.366360738,141361,-3.26E-09,1955557412,-11154499876,-8.91E-09,124083353.1,-6163113798,1.68E+12,1382807473,7891352324,1.59E+13,-4.82E+13,9086362248,4.09E+12,-5.39E+13,5.71E+16,0.167060811,0.000975738,3.50E-05,3.40E-07,-1.13E-12,-3.13E-09,-3.24E-13,-10,424.2480587,0,33,405,478,"[[0.84147765 0.84147765 0.84147765 ... 0.82800863 0.82800863 0.82800863]
 [0.84147765 0.84147765 0.84147765 ... 0.82800863 0.82800863 0.82800863]
 [0.84147765 0.84147765 0.84147765 ... 0.82800863 0.82800863 0.82800863]
 ...
 [0.83641725 0.83249569 0.83249569 ... 0.83105137 0.83497294 0.83497294]
 [0.83641725 0.83249569 0.83249569 ... 0.83105137 0.83497294 0.83497294]
 [0.83641725 0.83249569 0.83249569 ... 0.83105137 0.83497294 0.83497294]]",0.449195002,0.187706329,0.449195002,0.187706329,-0.261488673
169,124,0.998124323,0.450909091,218.6781348,-8.996878252,-8.996878252,1.192507804,59.20130811,3.624279149,93.03553391,0.733727811,1.529522639,124,7.11E-13,27116.08871,-266642.0998,-5.86E-14,1115.612903,-6796.074922,515189.1665,147.8709677,932.2976067,37201.20501,-8861.727806,154.314256,3448.288074,32615.80359,1138695.214,1.773150343,3.097279735,2.490747114,2.409783326,5.903798652,4.238750822,-0.006620559,1,12.56509863,0,974,5,1029,"[[0.49968314 0.46268471 0.45901608 0.4914898  0.52286235 0.51501922
  0.48364667 0.46403882 0.47580353 0.49541137 0.50325451 0.4914898
  0.47188196 0.44835255 0.42090157 0.39737216 0.37776431 0.36512863
  0.40318275 0.40259451 0.40651608 0.40651608 0.40875608 0.40483451
  0.40034745 0.39642588 0.41603373 0.43172    0.45076235 0.46252706
  0.45860549 0.43899765 0.41799098 0.39838314 0.41545333 0.42329647
  0.43532902 0.43925059 0.43532902 0.41572118 0.39721451 0.38488431
  0.35320627 0.34115882 0.3375051  0.34534824 0.35319137 0.35711294
  0.37026157 0.38986941 0.39968471 0.39968471 0.39968471 0.39968471
  0.39576314]
 [0.68791843 0.66382353 0.73325804 0.76097686 0.78058471 0.77666314
  0.75705529 0.74136902 0.74529059 0.75705529 0.68646706 0.67862392
  0.66293765 0.6433298  0.61980039 0.60019255 0.58450627 0.57552431
  0.54411412 0.53708157 0.53316    0.5208298  0.5090651  0.49730039
  0.48805843 0.48021529 0.46452902 0.46845059 0.47180667 0.47180667
  0.46396353 0.44827725 0.43483098 0.42698784 0.44013647 0.44936353
  0.45720667 0.46112824 0.45720667 0.44290431 0.43113961 0.42356431
  0.3854498  0.36527647 0.35153961 0.35546118 0.35546118 0.35292353
  0.36468824 0.38429608 0.41566863 0.42016353 0.4195902  0.4240851
  0.42743333]
 [0.82882706 0.81930235 0.83245098 0.84029412 0.85205882 0.85205882
  0.84421569 0.83637255 0.83245098 0.83245098 0.84421569 0.83637255
  0.82852941 0.81676471 0.80107843 0.78931373 0.78147059 0.7764102
  0.78647059 0.78421569 0.78029412 0.76852941 0.75284314 0.73687412
  0.72510941 0.71726627 0.67356353 0.66964196 0.65395569 0.64219098
  0.63266627 0.62874471 0.62482314 0.62228549 0.57071686 0.56314157
  0.55137686 0.52784745 0.50431804 0.4818898  0.45836039 0.44405804
  0.42052863 0.40230471 0.38072471 0.37231608 0.36839451 0.36474078
  0.38042706 0.39611333 0.42356431 0.42889255 0.43140745 0.43673569
  0.44317216]
 [0.84451333 0.84451333 0.82604431 0.82604431 0.82604431 0.82996588
  0.82996588 0.82996588 0.81820118 0.81035804 0.85349529 0.85349529
  0.84957373 0.84565216 0.83780902 0.83388745 0.82996588 0.82882706
  0.84926824 0.84926824 0.84926824 0.84926824 0.84926824 0.84085961
  0.83693804 0.83301647 0.85262431 0.84029412 0.82852941 0.81676471
  0.80892157 0.81116157 0.80892157 0.81394431 0.74585608 0.72846549
  0.70101451 0.66572039 0.63069412 0.59932157 0.57689333 0.56512863
  0.54326588 0.51189333 0.48078863 0.46118078 0.43875255 0.42306627
  0.42698784 0.43875255 0.43875255 0.43818706 0.43818706 0.44210863
  0.4460302 ]
 [0.83445294 0.83837451 0.84566706 0.83782392 0.82998078 0.83390235
  0.84174549 0.84174549 0.83390235 0.82213765 0.81821608 0.81821608
  0.81821608 0.81821608 0.81821608 0.81821608 0.81821608 0.81821608
  0.79834039 0.80226196 0.80618353 0.81402667 0.81794824 0.82018824
  0.82018824 0.82018824 0.82803137 0.82774863 0.82774863 0.82382706
  0.82382706 0.81934    0.81990549 0.82017333 0.8389102  0.82517333
  0.81170431 0.79601804 0.78033176 0.77248863 0.7688349  0.76491333
  0.74193451 0.70664039 0.66572039 0.63042627 0.59513216 0.55983804
  0.54807333 0.55618431 0.54049804 0.53935922 0.53543765 0.53543765
  0.53151608]]",0.614443492,0.181471907,0.614443492,0.181471907,-0.432971585
163803,152163,0.57132049,0.78413518,15344.71652,65.34851029,65.34851029,10337.51915,495.508938,406.6775909,1732.363707,0.92893903,-1.557748374,152163,0,2334898099,3507887761,1.08E-08,-9943625.371,2055554497,-2.79E+11,1572987926,-2857403488,2.03E+13,-1.39E+13,4864539237,-3.07E+11,1.32E+14,-6.76E+15,0.168781081,0.001083595,1.81E-06,5.92E-07,-2.32E-13,-1.92E-08,-5.67E-13,-3,440.159004,5,544,417,1015,"[[0.86949412 0.86949412 0.86949412 ... 0.83053137 0.83445294 0.84059176]
 [0.86949412 0.86949412 0.86949412 ... 0.8101051  0.8101051  0.81037294]
 [0.86949412 0.86949412 0.86949412 ... 0.81965255 0.81965255 0.81402667]
 ...
 [0.87252196 0.87252196 0.87252196 ... 0.77815922 0.78208078 0.78208078]
 [0.87252196 0.87252196 0.87252196 ... 0.77815922 0.78208078 0.78208078]
 [0.86916588 0.86916588 0.86916588 ... 0.77815922 0.77815922 0.77815922]]",0.412075177,0.1996289,0.412075177,0.1996289,-0.212446277
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,186,476,187,477,[[0.53215059]],0.532150588,0,0.532150588,0,-0.532150588
6,5,0.955796139,0.625,0.24,-0.36,-0.36,1.04,4.341695451,1.276589445,4.207106781,0.833333333,0.366407551,5,1.11E-16,1.2,-0.24,4.44E-16,1.8,-0.36,0.504,5.2,-0.04,1.256,-0.2608,1.44,3.384,-0.3312,0.8784,0.256,0.046336,0.002036736,0.000398336,2.48E-07,2.78E-05,2.60E-07,1,2.523132522,189,474,193,476,"[[0.52404039 0.54166824]
 [0.52991137 0.52990353]
 [0.55008471 0.51673216]
 [0.57752784 0.53830431]]",0.538521569,0.017670715,0.538521569,0.017670715,-0.520850854
181782,156445,0.588070728,0.657400987,16383.95985,-300.5758208,-300.5758208,10744.36605,512.2489163,414.3117934,2029.677416,0.860618763,1.517699401,156445,-6.52E-09,2563188599,-6888031669,-1.31E-08,47023584.28,21207965381,-1.36E+12,1680902347,3578073728,2.40E+13,-7.23E+13,4307572653,2.83E+12,6.39E+14,1.38E+15,0.173404876,0.001314253,4.09E-05,7.06E-06,-1.19E-10,-2.53E-07,-1.18E-11,1,446.3092656,377,14,878,489,"[[0.84033882 0.83641725 0.83585176 ... 0.83330627 0.83722784 0.83722784]
 [0.84033882 0.83641725 0.83585176 ... 0.83330627 0.83722784 0.83722784]
 [0.84426039 0.84033882 0.83585176 ... 0.83330627 0.83722784 0.83722784]
 ...
 [0.82857412 0.82857412 0.82857412 ... 0.8299502  0.8299502  0.8299502 ]
 [0.82857412 0.82857412 0.82857412 ... 0.8299502  0.8299502  0.8299502 ]
 [0.82857412 0.82857412 0.82857412 ... 0.8299502  0.8299502  0.8299502 ]]",0.444017796,0.262735273,0.444017796,0.262735273,-0.181282523
175913,152300,0.523838485,0.667856501,15101.85601,247.7652502,247.7652502,10983.43327,491.8000904,418.923978,2003.700756,0.865768874,-1.510923917,152300,-5.59E-09,2300012670,7311537024,-8.91E-09,-37734647.6,20076627484,-5.63E+11,1672776886,-5916093984,2.18E+13,-1.13E+13,-35544235.84,-1.39E+12,5.97E+14,-1.86E+16,0.171275701,0.00074183,5.20E-05,4.93E-06,-7.75E-11,-1.34E-07,-1.45E-11,0,440.3571081,397,546,896,1003,"[[0.87252196 0.87252196 0.87252196 ... 0.77031608 0.77031608 0.77031608]
 [0.87252196 0.87252196 0.87252196 ... 0.77031608 0.77031608 0.77031608]
 [0.87252196 0.87252196 0.87252196 ... 0.77031608 0.77031608 0.77031608]
 ...
 [0.84760863 0.84760863 0.84760863 ... 0.77815922 0.77815922 0.77815922]
 [0.84760863 0.84760863 0.84760863 ... 0.77815922 0.77815922 0.77815922]
 [0.84760863 0.84760863 0.84760863 ... 0.77815922 0.77815922 0.77815922]]",0.429012585,0.254165848,0.429012585,0.254165848,-0.174846737
113607,97461,0.426221592,0.623499005,8888.005206,8.825556709,8.825556709,7273.454835,377.1058938,341.1370773,1618.338275,0.857878476,-1.565330282,97461,-3.73E-09,866233875.4,822783561.9,8.29E-09,-860147.5824,2824552505,-39824054076,708878181.7,-1079806895,4.99E+12,-1.22E+13,439909084.9,7563164015,8.36E+13,-1.11E+15,0.165824894,0.000274469,9.22E-06,1.22E-06,-3.12E-12,-1.99E-08,-2.65E-12,-4,352.2658077,821,65,1254,426,"[[0.37536471 0.37003647 0.36192549 ... 0.28242196 0.2902651  0.29418667]
 [0.40056078 0.3831851  0.36947098 ... 0.28439412 0.28634353 0.2902651 ]
 [0.4165149  0.39690706 0.37394314 ... 0.28439412 0.28634353 0.29193176]
 ...
 [0.74819333 0.74819333 0.74819333 ... 0.7714549  0.76753333 0.76753333]
 [0.74819333 0.74819333 0.74819333 ... 0.7714549  0.76753333 0.76753333]
 [0.74819333 0.74819333 0.74819333 ... 0.7714549  0.76753333 0.76753333]]",0.510557354,0.177647058,0.510557354,0.177647058,-0.332910296
127380,103729,0.733818689,0.604206713,13578.37643,589.0268261,589.0268261,6336.117278,466.9213267,317.2008416,1724.143361,0.81432721,-1.490170566,103729,-1.86E-09,1408471408,-518993358.6,5.81E-09,-61099163.65,20594450475,-2.12E+12,657239109.1,-2250863417,8.04E+12,-5.95E+13,-154387027.9,-8.42E+11,3.08E+14,-2.65E+16,0.191985787,0.00500368,0.000322691,3.54E-05,-3.32E-09,-2.28E-06,-1.83E-09,1,363.4169296,860,565,1263,991,"[[0.84760863 0.84760863 0.84760863 ... 0.78992392 0.78992392 0.78992392]
 [0.84760863 0.84760863 0.84760863 ... 0.78992392 0.78992392 0.78992392]
 [0.84760863 0.84760863 0.84760863 ... 0.78992392 0.78992392 0.78992392]
 ...
 [0.7596902  0.7596902  0.7596902  ... 0.77734078 0.77734078 0.77734078]
 [0.7596902  0.7596902  0.7596902  ... 0.77734078 0.77734078 0.77734078]
 [0.7596902  0.7596902  0.7596902  ... 0.77734078 0.77734078 0.77734078]]",0.419515484,0.248681977,0.419515484,0.248681977,-0.170833507
89556,79915,0.528405946,0.706212443,7810.637717,-263.1166473,-263.1166473,5685.019159,354.2365972,300.7439829,1416.378859,0.892346688,1.449452527,79915,-4.66E-10,624187113.1,-257527575.9,-2.01E-09,21026966.87,1963594924,1.97E+11,454318306.1,184260456.9,3.11E+12,-69192002778,-786661839.6,3.79E+11,2.00E+13,3.06E+15,0.168875141,0.000750841,1.39E-05,4.27E-07,-1.04E-12,-1.16E-08,-6.82E-14,1,318.9842288,10,141,355,469,"[[0.77059961 0.77059961 0.77059961 ... 0.79412902 0.79412902 0.79412902]
 [0.77059961 0.77059961 0.77059961 ... 0.79412902 0.79412902 0.79412902]
 [0.77059961 0.77059961 0.77059961 ... 0.79412902 0.79412902 0.79412902]
 ...
 [0.78880078 0.78880078 0.78880078 ... 0.79131569 0.79131569 0.79131569]
 [0.78880078 0.78880078 0.78880078 ... 0.79131569 0.79131569 0.79131569]
 [0.78880078 0.78880078 0.78880078 ... 0.79131569 0.79131569 0.79131569]]",0.470370525,0.191134804,0.470370525,0.191134804,-0.279235721
82354,74389,0.547601106,0.776146655,7510.152059,53.32082691,53.32082691,5260.252692,346.6736797,290.0755692,2479.711037,0.903283386,-1.547114845,74389,1.86E-09,558672701.6,539771856.7,3.09E-09,-3966482.993,2737720529,76023930493,391304937.5,448269745.1,2.62E+12,1.45E+13,797134376.1,-1.02E+11,4.09E+13,5.79E+14,0.171670607,0.000916818,2.44E-05,5.91E-06,-4.27E-11,-1.57E-07,5.68E-11,-45,307.7580486,52,501,346,827,"[[0.78039216 0.78039216 0.78039216 ... 0.84065216 0.84065216 0.84065216]
 [0.78039216 0.78039216 0.78039216 ... 0.84065216 0.84065216 0.84065216]
 [0.78039216 0.78039216 0.78039216 ... 0.84065216 0.84065216 0.84065216]
 ...
 [0.79915882 0.79915882 0.79915882 ... 0.82803137 0.82803137 0.82803137]
 [0.79915882 0.79915882 0.79915882 ... 0.8241098  0.8241098  0.8241098 ]
 [0.79915882 0.79915882 0.79915882 ... 0.8241098  0.8241098  0.8241098 ]]",0.521457761,0.137912812,0.521457761,0.137912812,-0.383544948
2,2,1,0.5,0.25,-0.25,-0.25,0.25,2.828427125,0,0,1,0.785398163,2,0,0.5,0,0,0.5,0,0.125,0.5,0,0.125,0,0,0.125,0,0.03125,0.25,0.0625,0,0,0,0,0,1,1.595769122,58,711,60,713,"[[0.51001843 0.51450549]
 [0.51450549 0.51058392]]",0.512403333,0.002111643,0.512403333,0.002111643,-0.51029169
167400,158425,0.610962596,0.795374103,16338.60333,-437.8725158,-437.8725158,10291.1132,511.7834431,405.1582059,1701.380951,0.946385902,1.498890516,158425,-1.86E-09,2588443233,7522217397,-2.17E-08,69369953.31,-2964668385,2.46E+12,1630369608,-5536562916,2.17E+13,-2.86E+13,-1816584448,1.57E+12,-1.41E+14,4.67E+16,0.168090368,0.001487702,6.34E-06,2.69E-07,-3.48E-13,-8.29E-09,3.66E-14,0,449.1246763,371,475,780,962,"[[0.79915882 0.79915882 0.79915882 ... 0.8146     0.8146     0.8146    ]
 [0.79915882 0.79915882 0.79915882 ... 0.8146     0.8146     0.8146    ]
 [0.79915882 0.79915882 0.79915882 ... 0.8146     0.8146     0.8146    ]
 ...
 [0.70447569 0.70447569 0.70447569 ... 0.76754118 0.77146275 0.77146275]
 [0.70447569 0.70447569 0.70447569 ... 0.76754118 0.77146275 0.77146275]
 [0.70447569 0.70447569 0.70447569 ... 0.76754118 0.77146275 0.77146275]]",0.408929859,0.177117416,0.408929859,0.177117416,-0.231812443
95371,80116,0.722911595,0.648109048,10037.88776,107.7203278,107.7203278,4795.344471,400.8012014,276.9297973,1458.486507,0.840045716,-1.55026054,80116,3.73E-09,804195415.5,-2238303966,-4.66E-10,-8630121.781,7492281240,-3.21E+11,384183817.6,886857401.7,3.44E+12,1.15E+11,265142453.5,-19764748407,8.44E+13,-2.81E+15,0.18514694,0.00428922,0.000156746,1.88E-05,-9.74E-10,-1.14E-06,-3.02E-10,1,319.385127,381,48,716,417,"[[0.7613498  0.76527137 0.76527137 ... 0.77898549 0.78290706 0.77898549]
 [0.7613498  0.76527137 0.76527137 ... 0.77898549 0.78290706 0.77898549]
 [0.7613498  0.76527137 0.76527137 ... 0.77898549 0.78290706 0.77898549]
 ...
 [0.74147412 0.73755255 0.73755255 ... 0.76526353 0.7691851  0.7691851 ]
 [0.74147412 0.73755255 0.73755255 ... 0.76526353 0.7691851  0.7691851 ]
 [0.74147412 0.73755255 0.73755255 ... 0.76526353 0.7691851  0.7691851 ]]",0.400974121,0.256781201,0.400974121,0.256781201,-0.14419292
214696,191811,0.620966777,0.708547893,20529.36292,-153.7226628,-153.7226628,12618.06628,573.1645313,449.2675008,2187.441918,0.893407423,1.55137532,191811,3.73E-09,3937757632,-8403938202,3.36E-08,29485697.67,40820790827,2.78E+11,2420283911,6454581479,4.31E+13,1.18E+14,-2305749164,1.58E+12,1.14E+15,2.76E+16,0.172812973,0.001703742,6.29E-05,5.73E-06,-1.09E-10,-2.36E-07,7.31E-12,-1,494.1875659,755,184,1261,719,"[[0.73558039 0.73558039 0.73558039 ... 0.67002275 0.67394431 0.67786588]
 [0.73558039 0.73558039 0.73558039 ... 0.67394431 0.67786588 0.68178745]
 [0.73558039 0.73558039 0.73558039 ... 0.67786588 0.68178745 0.68570902]
 ...
 [0.64679098 0.64679098 0.64679098 ... 0.67088588 0.67088588 0.67088588]
 [0.64679098 0.64679098 0.64679098 ... 0.67088588 0.67088588 0.67088588]
 [0.64679098 0.64679098 0.64679098 ... 0.67088588 0.67088588 0.67088588]]",0.337231002,0.215384,0.337231002,0.215384,-0.121847002
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,848,446,849,447,[[0.50672353]],0.506723529,0,0.506723529,0,-0.506723529
2,2,1,1,0,0,0,0.25,2,0,0,1,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.125,0.015625,0,0,0,0,0,1,1.595769122,965,59,967,60,"[[0.49049373]
 [0.50618   ]]",0.498336863,0.007843137,0.498336863,0.007843137,-0.490493725
22,19,0.92521637,0.542857143,1.850415512,1.684210526,1.684210526,2.842105263,8.101303256,3.07395803,15.07106781,0.863636364,-0.642238884,19,-8.88E-16,35.15789474,12.38227147,0,-32,-11.47368421,-106.9916898,54,1.368421053,130.1828255,72.5426447,18,-184.2105263,-52.3601108,-628.4082228,0.246974778,0.034154318,0.001137465,9.36E-05,-2.81E-08,-1.59E-05,1.18E-08,1,4.918490759,1042,914,1049,919,"[[0.73755255 0.74147412 0.65127804 0.54147412 0.48265059]
 [0.74931725 0.6316702  0.40814078 0.30618    0.41598392]
 [0.68265059 0.47088588 0.29049373 0.29833686 0.50618   ]
 [0.51010157 0.32186627 0.36108196 0.49049373 0.63559176]
 [0.3806898  0.26696431 0.49833686 0.65912118 0.69441529]
 [0.37284667 0.29833686 0.59245451 0.72578784 0.70618   ]
 [0.3806898  0.49833686 0.69049373 0.70618    0.74539569]]",0.527132381,0.158442862,0.527132381,0.158442862,-0.368689519
