convex_area,area,eccentricity,extent,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,major_axis_length,minor_axis_length,perimeter,solidity,orientation,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,euler_number,equivalent_diameter,bbox-0,bbox-1,bbox-2,bbox-3,real_images,mean_intensity,std_intensity,25th Percentile,75th Percentile,iqr
204559,187859,0.336888165,0.698334634,15981.18112,549.349122,549.349122,14512.08479,508.5490232,478.8216218,1913.633693,0.918360962,-1.249726942,187859,9.31E-10,3002208704,-4541562781,2.93E-08,-103200176.7,-14512634188,-6.11E+12,2726225736,10523848306,3.41E+13,2.70E+14,9117641679,-1.09E+12,-1.81E+13,-1.01E+17,0.162319963,9.54E-05,1.74E-05,2.77E-07,6.09E-13,1.84E-09,-1.80E-14,1,489.0700437,633,551,1182,1041,"[[0.73333333 0.74117647 0.74117647 ... 0.69128235 0.69128235 0.69520392]
 [0.74901961 0.74901961 0.74901961 ... 0.69128235 0.69128235 0.69520392]
 [0.7372549  0.7372549  0.7372549  ... 0.69912549 0.69912549 0.69912549]
 ...
 [0.63948353 0.63948353 0.63948353 ... 0.69046392 0.69046392 0.69438549]
 [0.63948353 0.63948353 0.63948353 ... 0.69046392 0.69046392 0.69438549]
 [0.63948353 0.63948353 0.63948353 ... 0.68654235 0.68654235 0.69046392]]",0.361789434,0.215272041,0.361789434,0.215272041,-0.146517393
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,638,832,639,833,[[0.4755302]],0.475530196,0,0.475530196,0,-0.475530196
213500,205799,0.336344755,0.802297748,17720.13085,242.6496358,242.6496358,15771.65088,532.9149132,501.8667182,1989.765727,0.963929742,-1.448746824,205799,3.73E-09,3646785208,-4494142660,-6.29E-09,-49937052.4,-36481966181,-1.50E+12,3245789979,5794040550,4.45E+13,1.10E+14,39901255549,-1.84E+12,-4.74E+14,-4.63E+16,0.162740255,9.52E-05,6.17E-05,3.62E-08,3.18E-14,-3.13E-10,-4.39E-14,0,511.8900517,704,0,1205,512,"[[0.72156863 0.72156863 0.72156863 ... 0.69803922 0.69803922 0.69803922]
 [0.72156863 0.72156863 0.72156863 ... 0.69803922 0.69803922 0.69803922]
 [0.72156863 0.72156863 0.72156863 ... 0.69803922 0.69803922 0.69803922]
 ...
 [0.68291843 0.68291843 0.68291843 ... 0.64732667 0.64732667 0.64732667]
 [0.68291843 0.68291843 0.68291843 ... 0.64732667 0.64732667 0.64732667]
 [0.68291843 0.68291843 0.68291843 ... 0.64732667 0.64732667 0.64732667]]",0.373955378,0.149927713,0.373955378,0.149927713,-0.224027665
3,3,1,1,0,0,0,0.666666667,3.265986324,0,1,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.222222222,0.049382716,0,0,0,0,0,1,1.954410048,1131,784,1134,785,"[[0.50058471]
 [0.49609765]
 [0.50001922]]",0.498900523,0.001995333,0.498900523,0.001995333,-0.49690519
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,1136,785,1137,786,[[0.50001922]],0.500019216,0,0.500019216,0,-0.500019216
25968,24021,0.936980429,0.590486726,767.9929501,536.7196678,536.7196678,5767.895449,305.2831117,106.6603774,870.0803025,0.925023105,-0.1057409,24021,1.43E-10,18447958.66,95579376.5,3.07E-09,-12892543.14,-295484794,-14980327266,138550616.6,-519658341.8,80793866662,1.11E+11,3641778328,-1.99E+11,-3.84E+11,-1.75E+14,0.272090604,0.045322209,0.002906206,0.001422631,2.89E-06,0.000302614,8.06E-08,1,174.8842106,387,1118,726,1238,"[[0.67307333 0.67307333 0.66915176 ... 0.64170078 0.64170078 0.64562235]
 [0.67307333 0.67307333 0.66915176 ... 0.64170078 0.64170078 0.64170078]
 [0.67307333 0.67307333 0.66915176 ... 0.63777922 0.64170078 0.64170078]
 ...
 [0.62688549 0.62688549 0.63137255 ... 0.65071255 0.65071255 0.65071255]
 [0.62688549 0.62688549 0.63137255 ... 0.65071255 0.65071255 0.65071255]
 [0.62688549 0.62688549 0.63137255 ... 0.65071255 0.65071255 0.65071255]]",0.385947722,0.197265177,0.385947722,0.197265177,-0.188682545
94325,89153,0.555746854,0.63161437,6282.273216,-233.8239821,-233.8239821,9041.513592,380.7610916,316.5463316,1436.084487,0.945168301,0.083944457,89153,4.66E-10,560083504,-2855866174,6.23E-09,20846109.48,-14121770026,71324018027,806078061.3,4033316639,3.26E+12,1.67E+13,24332832423,6.60E+11,-1.62E+14,1.13E+14,0.171881897,0.000985386,0.000829569,1.88E-05,2.32E-09,5.88E-07,-2.89E-10,-3,336.9170894,48,35,485,358,"[[0.73695725 0.73695725 0.74087882 ... 0.76021882 0.76021882 0.76021882]
 [0.73695725 0.73695725 0.74087882 ... 0.76021882 0.76021882 0.76021882]
 [0.73695725 0.73695725 0.74087882 ... 0.76021882 0.76021882 0.76021882]
 ...
 [0.72351804 0.72351804 0.72351804 ... 0.74369137 0.74369137 0.74369137]
 [0.72351804 0.72351804 0.72351804 ... 0.74369137 0.74369137 0.74369137]
 [0.72351804 0.72351804 0.72351804 ... 0.74369137 0.74369137 0.74369137]]",0.457440361,0.210483554,0.457440361,0.210483554,-0.246956807
92914,84588,0.595628469,0.609072581,5931.881793,281.1384143,281.1384143,9130.965269,382.7371746,307.4374865,1826.701802,0.910390253,-0.086992391,84588,4.66E-10,501766017.1,1692670948,1.05E-09,-23780936.19,-14360366287,-38746825388,772370090.2,-2624221947,2.95E+12,-3.83E+12,27706067502,-7.88E+11,-1.77E+14,-1.67E+15,0.178073096,0.001474507,0.001178213,4.13E-05,9.09E-09,1.59E-06,6.81E-10,-16,328.1779801,63,405,511,715,"[[0.78572039 0.78572039 0.78572039 ... 0.80532824 0.80532824 0.80532824]
 [0.78572039 0.78572039 0.78572039 ... 0.8092498  0.8092498  0.8092498 ]
 [0.78572039 0.78572039 0.78572039 ... 0.8092498  0.8092498  0.8092498 ]
 ...
 [0.7372549  0.7372549  0.7372549  ... 0.76862745 0.76862745 0.76862745]
 [0.7372549  0.7372549  0.7372549  ... 0.76862745 0.76862745 0.76862745]
 [0.7372549  0.7372549  0.7372549  ... 0.76862745 0.76862745 0.76862745]]",0.50993869,0.201782262,0.50993869,0.201782262,-0.308156428
66648,62338,0.321032484,0.642527314,5355.210959,284.8979816,284.8979816,5264.479587,299.288023,283.4461643,1178.929112,0.935331893,-0.864352722,62338,9.31E-10,333833140.8,2051944321,-4.19E-09,-17759970.38,-7091342417,-2.20E+11,328177128.5,-1073628218,1.20E+12,4.68E+12,7927176422,-1.60E+11,-5.18E+13,-1.26E+15,0.170356613,8.57E-05,0.000935344,1.76E-06,-6.65E-11,-1.55E-08,-2.59E-11,-7,281.7289597,86,756,416,1050,"[[0.83502627 0.83502627 0.83502627 ... 0.81119922 0.81512078 0.80727765]
 [0.83502627 0.83502627 0.83502627 ... 0.81119922 0.81512078 0.80727765]
 [0.83110471 0.83110471 0.83110471 ... 0.81512078 0.81512078 0.80727765]
 ...
 [0.80421922 0.80421922 0.80421922 ... 0.79215686 0.79607843 0.79607843]
 [0.80421922 0.80421922 0.80421922 ... 0.79215686 0.79607843 0.79607843]
 [0.80421922 0.80421922 0.80421922 ... 0.79215686 0.79607843 0.79607843]]",0.469315168,0.243520508,0.469315168,0.243520508,-0.22579466
110165,100937,0.488836872,0.602817692,7699.465425,-534.4186607,-534.4186607,9823.436521,399.0052223,348.0822657,1489.202236,0.916234739,0.233112509,100937,1.40E-09,777160941.6,2630268104,-9.31E-10,53942616.35,-23526165747,1.82E+11,991548212.1,-2184294548,5.25E+12,-1.55E+13,30513908322,1.64E+12,-3.16E+14,8.41E+15,0.173602365,0.000554919,0.000983454,4.68E-06,3.05E-10,1.04E-07,-8.83E-11,0,358.4926498,501,362,974,716,"[[0.74369137 0.74369137 0.74369137 ... 0.76862745 0.76862745 0.76862745]
 [0.74369137 0.74369137 0.74369137 ... 0.76862745 0.76862745 0.76862745]
 [0.74369137 0.74369137 0.74369137 ... 0.76862745 0.76862745 0.76862745]
 ...
 [0.29922745 0.27709686 0.2678698  ... 0.30030588 0.26779451 0.23977804]
 [0.25161804 0.23649725 0.23033569 ... 0.25324706 0.25716863 0.24369961]
 [0.22865412 0.23257569 0.23817882 ... 0.22747765 0.24540392 0.22971765]]",0.403401854,0.209995367,0.403401854,0.209995367,-0.193406487
61246,56200,0.472048543,0.587251829,4315.123877,100.036941,100.036941,5533.699446,297.7746047,262.5099197,1078.046861,0.917610946,-0.081367378,56200,3.49E-10,242509961.9,1970298522,-3.38E-09,-5622076.084,-5862878497,-61084832226,310993908.9,-1992483812,8.68E+11,-1.80E+12,9442628419,-67533749095,-4.01E+13,-9.74E+13,0.175245967,0.000482819,0.00141599,2.29E-05,3.97E-09,4.97E-07,-1.09E-09,0,267.4996494,519,770,867,1045,"[[0.79048235 0.79048235 0.79048235 ... 0.7759051  0.7759051  0.7759051 ]
 [0.79048235 0.79048235 0.79048235 ... 0.77198353 0.77198353 0.77198353]
 [0.79048235 0.79048235 0.79048235 ... 0.77198353 0.77198353 0.77198353]
 ...
 [0.69830706 0.69830706 0.69830706 ... 0.73303569 0.73695725 0.73695725]
 [0.69830706 0.69830706 0.69830706 ... 0.73303569 0.73695725 0.73695725]
 [0.69830706 0.69830706 0.69830706 ... 0.73303569 0.73695725 0.73695725]]",0.479460427,0.207176763,0.479460427,0.207176763,-0.272283664
70119,65861,0.352662411,0.60162416,5224.522254,-55.40193537,-55.40193537,5957.67483,308.8517505,289.0082171,1152.632647,0.939274662,0.074999131,65861,-1.63E-09,344092260.2,-886997665.1,-3.55E-09,3648826.865,-7936608140,-11946775948,392378422,1152612372,1.36E+12,-69831052816,10701171724,1.21E+11,-5.76E+13,2.34E+14,0.169784806,0.000126748,0.000976344,6.22E-06,4.79E-10,7.00E-08,-7.83E-11,1,289.5804373,535,47,887,358,"[[0.72351804 0.7254902  0.7254902  ... 0.73584824 0.73584824 0.73584824]
 [0.72351804 0.7254902  0.7254902  ... 0.73584824 0.73584824 0.73584824]
 [0.72351804 0.7254902  0.7254902  ... 0.73584824 0.73584824 0.73584824]
 ...
 [0.67477765 0.67869922 0.67869922 ... 0.69860471 0.69860471 0.69860471]
 [0.67477765 0.67869922 0.67869922 ... 0.69860471 0.69860471 0.69860471]
 [0.67477765 0.68262078 0.68262078 ... 0.69860471 0.69860471 0.69860471]]",0.394548118,0.245959273,0.394548118,0.245959273,-0.148588845
5,5,1,1,2,0,0,0,5.656854249,0,3,1,1.570796327,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.16,0,0,0,0,0,1,2.523132522,632,720,633,725,[[0.48177255 0.48009098 0.47616941 0.47616941 0.48009098]],0.478858667,0.002280004,0.478858667,0.002280004,-0.476578663
5,4,0.912870929,0.666666667,0.1875,0.1875,0.1875,0.6875,3.464101615,1.414213562,3.207106781,0.8,-0.321750554,4,0,0.75,-0.375,0,-0.75,0.375,-0.328125,2.75,0.125,0.453125,-0.203125,-1.125,-0.703125,0.140625,-0.202148438,0.21875,0.024414063,0.005493164,0.000610352,3.13E-07,2.67E-05,-1.07E-06,1,2.256758334,686,793,689,795,"[[0.49554    0.47314941]
 [0.50338314 0.45914471]
 [0.48434078 0.48377529]]",0.483222222,0.014381328,0.483222222,0.014381328,-0.468840895
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,760,671,761,672,[[0.48143725]],0.481437255,0,0.481437255,0,-0.481437255
61729,57777,0.419982742,0.607290386,4580.767648,-249.5031513,-249.5031513,5408.077102,296.0404836,268.6662392,1080.856998,0.935978227,0.271372702,57777,6.98E-10,264663012.4,-257371461.3,-8.15E-09,14415543.57,-6683909208,85699275806,312462470.7,67994410.26,9.72E+11,-4.77E+12,9129675503,2.17E+11,-4.38E+13,9.27E+14,0.172886179,0.000279628,0.001322958,9.35E-06,1.01E-09,1.20E-07,2.55E-10,1,271.2267708,922,572,1263,851,"[[0.58850314 0.58850314 0.59242471 ... 0.67813373 0.68205529 0.68205529]
 [0.58850314 0.59242471 0.59242471 ... 0.67813373 0.68205529 0.68205529]
 [0.59242471 0.59242471 0.59634627 ... 0.67813373 0.68205529 0.68205529]
 ...
 [0.59716471 0.59716471 0.59716471 ... 0.60697216 0.60697216 0.60697216]
 [0.59716471 0.59716471 0.59716471 ... 0.60697216 0.60697216 0.60697216]
 [0.59716471 0.59716471 0.59716471 ... 0.60697216 0.60697216 0.60697216]]",0.36492657,0.194484778,0.36492657,0.194484778,-0.170441792
51624,49948,0.240516647,0.727680653,4238.873383,-84.73466483,-84.73466483,4058.96641,261.4573979,253.7823196,936.8742418,0.96753448,1.193030341,49948,1.75E-09,211723247.7,-1177179077,4.31E-09,4232327.039,-3469750583,69543335897,202737254.2,846253873.9,6.35E+11,1.80E+12,2896493634,-37168481.73,-1.81E+13,2.02E+14,0.166129571,2.45E-05,0.000613909,1.41E-06,-1.12E-11,1.60E-09,3.99E-11,1,252.1820152,954,201,1218,461,"[[0.68627451 0.68627451 0.68627451 ... 0.67115373 0.67115373 0.67115373]
 [0.68627451 0.68627451 0.68627451 ... 0.67115373 0.67115373 0.67115373]
 [0.68627451 0.68627451 0.68627451 ... 0.67115373 0.67115373 0.67115373]
 ...
 [0.61595412 0.61595412 0.61595412 ... 0.6193102  0.6193102  0.6193102 ]
 [0.61595412 0.61595412 0.61595412 ... 0.61817137 0.61817137 0.61817137]
 [0.61595412 0.61595412 0.61595412 ... 0.61817137 0.61817137 0.61817137]]",0.326124768,0.181182671,0.326124768,0.181182671,-0.144942096
73453,67871,0.55877109,0.593610062,4913.083019,-490.4461302,-490.4461302,6856.997096,334.0353603,277.0228508,1160.295598,0.924005827,0.233659026,67871,2.33E-10,333455857.5,1008044598,-1.14E-09,33287069.3,-7584175470,1.44E+11,465391249.9,-1364404602,1.45E+12,-1.12E+13,13050685752,6.65E+11,-6.68E+13,2.55E+15,0.173418398,0.001029193,0.000908136,2.08E-05,2.86E-09,5.53E-07,1.54E-10,1,293.9660544,29,430,426,718,"[[0.78598824 0.78598824 0.78907647 ... 0.82550157 0.82550157 0.82550157]
 [0.78598824 0.78598824 0.78907647 ... 0.82550157 0.82550157 0.82550157]
 [0.78598824 0.78598824 0.78907647 ... 0.82550157 0.82550157 0.82550157]
 ...
 [0.74536588 0.74536588 0.74928745 ... 0.77647059 0.77647059 0.77647059]
 [0.74536588 0.74536588 0.74536588 ... 0.77254902 0.77254902 0.77254902]
 [0.74536588 0.74536588 0.74536588 ... 0.77254902 0.77254902 0.77254902]]",0.44899282,0.259313002,0.44899282,0.259313002,-0.189679818
91547,85993,0.473121174,0.63911557,6517.343488,53.89817305,53.89817305,8393.406048,366.4959096,322.8819301,1292.077344,0.939331709,-0.028697857,85993,-4.66E-10,560445918.6,-513753661.9,7.68E-09,-4634865.595,-16838194636,1.08E+11,721774166.3,-338299460.9,3.37E+12,-1.29E+13,21186585700,-2.28E+11,-1.97E+14,1.15E+15,0.173394922,0.000477529,0.001093347,4.18E-06,2.37E-10,8.63E-08,1.53E-10,1,330.8922607,37,62,451,387,"[[0.74087882 0.74087882 0.74285098 ... 0.77030196 0.77030196 0.77030196]
 [0.74087882 0.74087882 0.74285098 ... 0.77030196 0.77030196 0.77030196]
 [0.74087882 0.74087882 0.74285098 ... 0.77030196 0.77030196 0.77030196]
 ...
 [0.72575804 0.72575804 0.72575804 ... 0.74536588 0.74536588 0.74536588]
 [0.72575804 0.72575804 0.72575804 ... 0.74536588 0.74536588 0.74536588]
 [0.72575804 0.72575804 0.72575804 ... 0.74536588 0.74536588 0.74536588]]",0.392432082,0.250813416,0.392432082,0.250813416,-0.141618666
33491,29019,0.576996477,0.563585162,2121.080141,-63.08013363,-63.08013363,3170.228103,225.3533116,184.0565589,1336.533188,0.866471589,0.059837791,29019,2.33E-10,61551624.62,24965647.25,-1.00E-09,1830522.398,-1181492638,-4225388140,91996849.32,70162116.55,1.25E+11,3.82E+11,2268919363,25621827435,-4.92E+12,-7.07E+12,0.182339441,0.001326,0.001643955,5.79E-05,1.74E-08,2.11E-06,-4.07E-09,-13,192.2189854,102,840,373,1030,"[[0.80532824 0.80532824 0.80532824 ... 0.8092498  0.8092498  0.8092498 ]
 [0.80532824 0.80532824 0.80532824 ... 0.8092498  0.8092498  0.8092498 ]
 [0.80532824 0.80532824 0.80532824 ... 0.8092498  0.8092498  0.81317137]
 ...
 [0.78796745 0.78796745 0.78796745 ... 0.7876698  0.7876698  0.7876698 ]
 [0.78796745 0.78796745 0.78796745 ... 0.7876698  0.7876698  0.7876698 ]
 [0.78796745 0.78796745 0.78796745 ... 0.7876698  0.7876698  0.7876698 ]]",0.561935824,0.185815364,0.561935824,0.185815364,-0.37612046
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,116,959,117,960,[[0.4777749]],0.477774902,0,0.477774902,0,-0.477774902
1,1,0,1,0,0,0,0,0,0,0,1,-0.785398163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.128379167,118,931,119,932,[[0.47633686]],0.476336863,0,0.476336863,0,-0.476336863
4,4,1,1,0,0,0,1.25,4.472135955,0,2,1,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.3125,0.09765625,0,0,0,0,0,1,2.256758334,176,1028,180,1029,"[[0.42538627]
 [0.43237333]
 [0.44581961]
 [0.46934902]]",0.443232059,0.016771814,0.443232059,0.016771814,-0.426460245
46985,44246,0.717224146,0.632718433,2725.397255,448.3037324,448.3037324,5387.81507,295.601748,205.9878728,975.175757,0.941704799,-0.162417652,44246,2.33E-10,120587926.9,657425419.2,1.63E-09,-19835646.94,-2616400694,-53655567494,238389265.6,-1348410299,4.67E+11,-6.34E+11,6596078339,-3.37E+11,-1.37E+13,-5.54E+14,0.183366007,0.004031434,0.001360912,9.62E-05,3.41E-08,6.11E-06,6.95E-09,-1,237.3515471,484,632,817,842,"[[0.76414039 0.76414039 0.76414039 ... 0.72324314 0.72324314 0.72716471]
 [0.76414039 0.76414039 0.76414039 ... 0.72324314 0.72324314 0.72324314]
 [0.76414039 0.76414039 0.76414039 ... 0.72296039 0.72296039 0.72296039]
 ...
 [0.72522235 0.72130078 0.72130078 ... 0.7254902  0.7254902  0.7254902 ]
 [0.72522235 0.72130078 0.72130078 ... 0.7254902  0.7254902  0.7254902 ]
 [0.72130078 0.72130078 0.72130078 ... 0.72156863 0.72156863 0.72156863]]",0.427245136,0.218012967,0.427245136,0.218012967,-0.209232169
82918,80567,0.503479191,0.761884498,7640.816975,-85.98322805,-85.98322805,5710.612679,349.7345194,302.173196,1135.283405,0.971646687,1.52636745,80567,-1.86E-09,615597701.3,-3037662743,-2.68E-09,6927410.734,-9773789123,1.98E+11,460086931.7,1942329702,2.65E+12,5.30E+12,5797082299,34109174369,-7.32E+13,1.24E+15,0.165718342,0.00057853,0.000386465,5.01E-06,-1.87E-10,-9.77E-08,1.17E-10,1,320.2828288,487,163,790,512,"[[0.71007176 0.71007176 0.71007176 ... 0.74536588 0.74536588 0.74536588]
 [0.71007176 0.7061502  0.7061502  ... 0.74536588 0.74536588 0.74536588]
 [0.71007176 0.7061502  0.7061502  ... 0.74536588 0.74536588 0.74536588]
 ...
 [0.69803922 0.69803922 0.69803922 ... 0.69803922 0.69803922 0.69803922]
 [0.69803922 0.69803922 0.69803922 ... 0.69803922 0.69803922 0.69803922]
 [0.69803922 0.69803922 0.69803922 ... 0.69803922 0.69803922 0.69803922]]",0.320765326,0.217925407,0.320765326,0.217925407,-0.102839918
47933,46745,0.559614145,0.693628324,3275.636625,-220.2005095,-220.2005095,4686.766789,274.8186255,227.756839,876.3473298,0.975215405,0.151256105,46745,-2.33E-10,153119634,74642054.64,-5.82E-09,10293272.81,-3064886739,24013369664,219082913.5,-72625848.5,5.08E+11,-6.24E+11,4233625592,1.47E+11,-1.71E+13,3.74E+14,0.170337007,0.001000067,0.000808298,6.12E-06,4.30E-10,1.85E-07,-1.16E-11,1,243.9622563,871,14,1159,248,"[[0.68262078 0.68262078 0.68262078 ... 0.70196078 0.70196078 0.70196078]
 [0.68262078 0.68262078 0.68262078 ... 0.70196078 0.70196078 0.70196078]
 [0.68262078 0.68262078 0.68262078 ... 0.70196078 0.70196078 0.70196078]
 ...
 [0.67843137 0.67843137 0.67843137 ... 0.6745098  0.6745098  0.67843137]
 [0.67843137 0.67843137 0.67843137 ... 0.6745098  0.6745098  0.67843137]
 [0.67843137 0.67843137 0.67843137 ... 0.6745098  0.6745098  0.67843137]]",0.398271273,0.182360915,0.398271273,0.182360915,-0.215910358
54113,46998,0.599777089,0.541813654,3397.36306,-432.0514837,-432.0514837,5031.542672,286.7399843,229.4399117,1066.135172,0.868515883,0.243198392,46998,2.33E-10,159669269.1,-2294451174,9.60E-10,20305555.63,-3192036238,1.38E+11,236472442.5,2700179505,5.57E+11,2.04E+12,7068108807,2.63E+11,-1.36E+13,7.29E+14,0.179346052,0.001547084,0.001679425,6.62E-05,2.14E-08,2.51E-06,5.37E-09,1,244.6215692,876,374,1242,611,"[[0.69803922 0.69803922 0.69803922 ... 0.72186627 0.72186627 0.72186627]
 [0.69803922 0.69803922 0.69803922 ... 0.72186627 0.72186627 0.72186627]
 [0.69803922 0.69803922 0.69803922 ... 0.72186627 0.72186627 0.72186627]
 ...
 [0.65882353 0.65882353 0.6627451  ... 0.64705882 0.64705882 0.64705882]
 [0.65882353 0.65882353 0.6627451  ... 0.65098039 0.65098039 0.65098039]
 [0.65882353 0.65882353 0.6627451  ... 0.65098039 0.65098039 0.65098039]]",0.415404422,0.211016321,0.415404422,0.211016321,-0.204388102
38953,36631,0.62970993,0.68342693,2956.00443,753.4606881,753.4606881,3420.804403,252.2504171,195.9557817,816.8670991,0.9403897,-0.635805698,36631,5.82E-10,108281398.3,1150165533,3.49E-10,-27600018.46,-156911269.2,-1.79E+11,125307486.1,-1906718188,3.54E+11,-7.70E+12,1469865471,-2.55E+11,8.92E+12,-1.56E+15,0.174082303,0.001853328,0.000772764,3.48E-05,5.50E-09,1.46E-06,1.54E-09,1,215.9630472,917,776,1164,993,"[[0.67032039 0.67032039 0.67032039 ... 0.72941176 0.72941176 0.72941176]
 [0.67032039 0.67032039 0.67032039 ... 0.72941176 0.72941176 0.72941176]
 [0.67032039 0.67032039 0.67032039 ... 0.72941176 0.72941176 0.72941176]
 ...
 [0.32068431 0.26884863 0.23045922 ... 0.66301294 0.66301294 0.65909137]
 [0.35289725 0.28874627 0.23747608 ... 0.65909137 0.65909137 0.65909137]
 [0.5005251  0.43917176 0.39462863 ... 0.65909137 0.65909137 0.65909137]]",0.36426167,0.194827131,0.36426167,0.194827131,-0.169434539
144545,130290,0.56923511,0.58252297,9701.877218,-829.9195179,-829.9195179,13966.1491,475.3436678,390.8155814,2841.94253,0.901380193,0.18559953,130290,-4.66E-10,1264057583,-8412282653,-1.18E-08,108130214,-52779059539,1.48E+12,1819649567,7808342689,1.17E+13,-8.46E+13,89039907519,4.09E+12,-8.87E+14,3.12E+16,0.181656507,0.001233489,0.001656907,3.50E-05,8.31E-09,1.13E-06,1.49E-09,-26,407.296428,22,347,577,750,"[[0.76611255 0.76611255 0.76611255 ... 0.84679098 0.84679098 0.84679098]
 [0.76611255 0.76611255 0.76611255 ... 0.84679098 0.84679098 0.84679098]
 [0.76611255 0.76611255 0.76611255 ... 0.84679098 0.84679098 0.84679098]
 ...
 [0.29341686 0.29341686 0.29341686 ... 0.25868667 0.24692196 0.23123569]
 [0.29341686 0.29341686 0.29341686 ... 0.2665298  0.24300039 0.22339255]
 [0.28416706 0.2920102  0.29593176 ... 0.24300039 0.24300039 0.23907882]]",0.474705358,0.239022076,0.474705358,0.239022076,-0.235683282
66250,62171,0.564940672,0.632590558,4411.952481,64.00229185,64.00229185,6475.244529,321.9249091,265.6303919,1257.899674,0.938430189,-0.030979797,62171,0,274295497.7,464580345.5,7.22E-09,-3979086.486,-7176746572,-66062709153,402572427.6,-323246934.8,1.18E+12,5.41E+12,12408367533,-56646174549,-6.05E+13,-5.00E+14,0.175116968,0.001105641,0.001242292,2.95E-05,5.60E-09,9.74E-07,-6.94E-10,-8,281.3513386,37,792,401,1062,"[[0.85185137 0.85185137 0.85185137 ... 0.83670078 0.83670078 0.83670078]
 [0.85185137 0.85185137 0.85185137 ... 0.83670078 0.83670078 0.83670078]
 [0.85185137 0.85185137 0.85185137 ... 0.83670078 0.83670078 0.83670078]
 ...
 [0.82441529 0.82441529 0.82441529 ... 0.82550157 0.82550157 0.82550157]
 [0.82441529 0.82441529 0.82441529 ... 0.82550157 0.82550157 0.82550157]
 [0.82049373 0.82049373 0.82049373 ... 0.82158    0.82158    0.82158   ]]",0.50495963,0.237247001,0.50495963,0.237247001,-0.267712629
62571,59258,0.563495189,0.635270154,4147.233802,-83.00606263,-83.00606263,6067.944946,311.6799766,257.4848581,1041.62655,0.947052149,0.04310918,59258,0,245756780.6,-302199420.8,-1.75E-10,4918773.259,-5418581109,82139632227,359574281.6,-98218672.68,9.48E+11,-3.45E+12,9705282769,10101230386,-4.32E+13,5.18E+14,0.172384805,0.001058431,0.000922378,2.54E-05,3.73E-09,7.95E-07,1.07E-09,1,274.6809585,69,58,421,323,"[[0.74061098 0.74061098 0.74061098 ... 0.74845412 0.74845412 0.74845412]
 [0.74061098 0.74061098 0.74061098 ... 0.74845412 0.74845412 0.74845412]
 [0.74061098 0.74061098 0.74061098 ... 0.74453255 0.74845412 0.74845412]
 ...
 [0.71007176 0.71007176 0.71007176 ... 0.73474    0.73474    0.73474   ]
 [0.71007176 0.71007176 0.71007176 ... 0.73474    0.73474    0.73474   ]
 [0.71007176 0.71007176 0.71007176 ... 0.73474    0.73474    0.73474   ]]",0.426678831,0.230129009,0.426678831,0.230129009,-0.196549822
100483,94651,0.466608474,0.616008903,7616.778755,-818.7887587,-818.7887587,8767.620036,383.5197221,339.2093799,1734.210424,0.941960332,0.47910667,94651,0,720935726,578572630.6,-2.27E-09,77499174.8,-20404463418,6.57E+11,829864004.1,-1506774478,4.09E+12,-4.76E+13,26979870450,1.88E+12,-2.16E+14,1.26E+16,0.173103282,0.000447168,0.001027292,5.80E-06,4.19E-10,4.00E-08,1.59E-10,-16,347.1503941,452,729,880,1088,"[[0.79302784 0.79302784 0.79302784 ... 0.80727765 0.80727765 0.80727765]
 [0.79302784 0.79302784 0.79302784 ... 0.80727765 0.80727765 0.80727765]
 [0.79302784 0.79302784 0.79302784 ... 0.80727765 0.80727765 0.80727765]
 ...
 [0.68235294 0.68235294 0.68235294 ... 0.75686275 0.75686275 0.75686275]
 [0.68235294 0.68235294 0.68235294 ... 0.75686275 0.75686275 0.75686275]
 [0.68235294 0.68235294 0.68235294 ... 0.75686275 0.75686275 0.75686275]]",0.450281977,0.231944781,0.450281977,0.231944781,-0.218337197
